artist_name,track_name,release_date,genre,lyrics
Janet Jackson,If It Takes All Night,2002,classic soul,i ve got my eyes on you you re playing peek a boo and it s so exciting there s such a chemistry between you and me so there s no use fighting don t say it s so clich to steal your heart away cause i ll find the words to say if it takes all night if it takes all night honey gonna make you mine if it takes all night gotta find a way to get inside your heart tonight ooh i ll make the loving right if it takes all night i hear the people say love s just a game you play for the competition even some friends of mine say that i m wasting time but my heart won t listen i know they want you too they say i won t get through but it will be me and you if it takes all night if it takes all night honey gonna make you mine if it takes all night gotta find a way to get inside your heart tonight ooh i ll make the loving right if it takes all night i know my lover when i see him in disguise and i won t give up til i see that fire in your eyes if it takes all night if it takes all night honey gonna make you mine if it takes all night gotta find a way to get inside your heart tonight ooh i ll make the loving right if it takes all night if it takes all night honey gonna make you mine if it takes all night gotta find a way to get inside your heart tonight ooh i ll make the loving right if it takes all night
Babyface,We've Got Love,2015,classic soul,we done pain and sorrow we done been through change we done had way better days yes sir but i seen tomorrow i ain t see no rain cause our sun gonna shine again yes it is i been thinking bout it aint no doubt it we got something that the world just can t explain what s the one thing that makes it always work out it s cause we got love love love love love if we got nothin else we got love it s cause we got love love love love love at least that s something yes we got love and the world goes round and round round and round and the world goes round and round round and round and the world goes round and round round and round around in circles we didn t have no money our bills ain t been paid coulda lost bout everything but we climbed that mountain and we found a way and we back on top again i been thinking bout it aint no doubt it we got something that the world just can t explain  what s the one thing that makes it always work out it s cause we got love love love love love if we got nothin else we got love it s cause we got love love love love love at least that s something yes we got love and the world goes round and round round and round and the world goes round and round round and round and the world goes round and round round and round around in circles and the world goes round and round round and round and the world goes round and round round and round and the world goes round and round round and round around in circles i keep thinking bout it ain t no way around it girl we got something that the world just can t explain oh babe what s the one thing that makes it always work out it s cause we got love love love love love love love if we got nothin else we got love it s cause we got love love love love love love love at least that s something yes we got love it s cause we got love love love love love love love if we got nothin else we got love come on come on it s cause we got love love love love love love love at least that s something yes we got love come on say dum dah da dum dah da come on come on dum dah da dum dah da come on come on
Tevin Campbell,For Your Love,2016,classic soul,for all the times that i made you cry for the cold and lonely sleepless nights i sing a song of love to keep you near cause i wanna come back to you and there s nothing for you that i would not do you are the other half of me without your love i could not breathe so say you ll never leave again cause i told you lies and criticized you but this time there ll be no goodbyes for your love i would do most anything for your love the sweetest melody i d sing for your love just to heal the broken wings of our love is for your love so many tears i made you cry by holding on to my foolish pride tell me why cause now i regret it so many days i ran away when i m sorry was all i had to say i took you for granted but it s not how i planned it so many nights i tossed and turned remembering all the bridges i burned two bridges between us if only god could have seen us oh tell me it s not too late to start again maybe this time as the best of friends just never say never you believe in forever 
Maverick Sabre,Give It Up,2004,classic soul,yeah mhm oh yeah sorry that i couldn t love i had someone else on my mind i m not sayin you weren t good enough you just came about the wrong time and you blow my head so good but you don t have what she had it s not you it s me that needs to move on but it s all cause i m still wantin her love there s no way i can give it up and i m sorry i can t give it up there s no way i can give it up and i m sorry i can t give it up it s not that i don t feel your essence it s just that i worry all the complications it s not that you didn t treat me good it s just that this other woman gave me things i wish you could you blow my head so good but you don t have what she had it s not you it s me that needs to move on but it s all cause i m still wantin her love there s no way i can give it up and i m sorry i can t give it up there s no way i can give it up and i m sorry i can t give it up there s no way i can give it up and i m sorry i can t give it up there s no way i can give it up and i m sorry i can t give it up there s no way i can give it up and i m sorry i can t give it up there s no way i can give it up and i m sorry i can t give it up 
Maverick Sabre,Give Me Love,2004,classic soul,she walks in the room and decides and i wonder honey so come on and ask to abide and she tells me her name she s a pretty little pirate sink caribbean island mix beauty like a violet and her hands are like a diamond ring cause see her looking right to me and when she moves i take the floor it was just so obvious give me love give me love give me love and attention my dear don t you want don t you want anything that i am offering give me love give me love give me love and attention my dear don t you want don t you want anything that i am offering so then we start the conversating she told me how she s educated she told me how she felt amazing and achieving and succeeding ain t her only aiming spiritual woman who loves her heritage she gave me her number think it was evident she told me to call her when she was settled in i saved my number out of specialty give me love give me love give me love and attention my dear don t you want don t you want anything that i am offering give me love give me love give me love and attention my dear don t you want don t you want anything that i am offering  do you mind if we stay here all night tell me tales of your life share your wisdom with mine impress your up greed keep your crown over me think i found what i need if this is really what you feeling give me love give me love give me love give me love and attention my dear don t you want don t you want anything that i am offering give me love give me love give me love and attention my dear don t you want don t you want anything that i am offering
Maverick Sabre,Lay Your Head,2015,classic soul,lay your head on me trust you will find a little peace lay your head on me love you will find just you ll see little river on our big ocean i will keep you on through all the storms and don t want you to cry never shed a tear i want to see you smile i won t let it disappear lay your head on me trust you will find a little peace lay your head on me love you will find just you ll see i won t let you down never let you fall when you need a hand i will lift you tall and i will see your eyes standing ten feet high you deserve just love you ll get nothing less from my lay your head on me trust you will find a little peace lay your head on me love you will find just you ll see  ooh yeah yeah ooh yeah yeah no no no no no no no lay your head on me trust you will find a little peace lay your head on me love you will find just you ll see love you will find just you ll see
Gladys Knight & The Pips,Make Yours A Happy Home,1975,classic soul,you re just smiling this morning all of your love is wishing you well your tears made you swell so make yours a happy home ooh with the love at sight i got a happy crowd all on my will has made me a way i ve got love today so just make yours a happy happy home i wanna do you right you love me out of sight i wanna be what pleases you so long is there is peace with you that s all i can do so let us make yours a happy happy home we can do it we can do it we can do it now baby oh yeah i get full of pride and so sanctified you don t have to be for me no superstar i love you just the way you are so won t you make yours a happy home i wanna do you right love me out of sight i wanna be what pleases you so long is there is peace with you that s all i can do so let us make yours a happy happy home  we can do it uh we can do it now baby hey hey hey yeah oh with the love inside i got a happy cry all of my will has made me a way i ve got love today so just make yours a happy home we can do it uh we can do it now baby yeah yeah yeah i get full of pride and so sanctified you don t have to be for me no superstar i love you just the way you are so won t you make yours a happy home ooh baby we can make it ooh baby we can make it ooh baby we can make it
Four Tops,Reach Out I'll Be There,2006,classic soul,now if you feel that you can t go on because all of your hope is gone and your life is filled with much confusion until happiness is just an illusion and your world around is crumbling down darlin come on girl reach on out for me reach out for me hah i ll be there with a love that will shelter you i ll be there with a love that will see you through when you feel lost and about to give up cause your best just ain t good enough and you feel the world has grown cold and you re drifting out all on your own and you need a hand to hold darlin come on girl reach out for me reach out for me hah i ll be there to love and comfort you and i ll be there to cherish and care for you i can tell the way you hang your head you re not in love now now you re afraid and through your tears you look around but there s no peace of mind to be found i know what you re thinking you re a loner no love of your own but darlin come on girl reach out for me reach out just look over your shoulder i ll be there to give you all the love you need and i ll be there you can always depend on me i ll be there don t worry5
Alice Russell,Heartbreaker,2003,classic soul,there s a river in my mind and it won t stop running just for you but there s a thousand forest fires between us and i can t get through there s a race you got me running and i pray before the sun is down i can t keep holding on you know this love is taking over me i tried so hard i tried to breathe i tried to carry on heartbreaker i cannot be it s so over so sad indeed heartbreaker so over now i know when hearts are broken that with time they heal so they say but this heart of me choking just to breathe another kiss i pray and there s a race you got me running and i stumbled i carry on i m left my dive behind you know this love has taken over me i try so hard i tried to breathe i tried to carry on heartbreaker i cannot be it s so over so sad indeed sign on the dotted line if that is what is what it takes to set me free and then i ll turn around and tear it up if that is what i need to do yes i will
Sam & Dave,SWEET HOME,2016,classic soul,you needed help and i took you in because i was nice enough to be your friend but now i know from the start when you walked in you laid the cornerstone for a home in my heart you built a home in my heart i ll keep you here until we part you gave my life a brand new start when you built your home in my heart you knocked on my door and i let you in now i know we re more than friends i ll keep you here night and day your home in my heart is here to stay sweet sweet sweet home sweet sweet sweet home sweet sweet sweet home never again will i be alone a home that s filled with nothin but sunshine a home that s filled with nothin but care sweet sweet sweet home one that both of us can share sweet sweet sweet home sweet sweet sweet home sweet sweet sweet home i m talkin about a sweet home the night you came sweet sweet sweet home sweet sweet sweet home sweet sweet sweet home i m talkin about a sweet home the night you came sweet sweet sweet home sweet sweet sweet home sweet sweet sweet home i m talkin about a sweet home the night you came 
Joywave,Going to a Place,2000,classic soul,i m going to a place i m going to a place where i m going to a place where everybody s pretty but they re all dead and vacant inside i m going to a place i m going to a place where i m going to a place where everybody s pretty but they re all dead and vacant inside they re all the same with different memories i start to wonder how they used to be i don t look like them will they turn on me i need a drink for sanity i m going to a place i m going to a place where i m going to a place where everybody s pretty but they re all dead and vacant inside i m going to a place i m going to a place where i m going to a place where everybody s pretty but they re all dead and vacant inside tell me how i m any different can you make me understand cause i ve seen all the imaging and there s there s nothing there but a hollow man i m going to a place i m going to a place i m going to a place there s nothing there but a hollow man can you make it go away cause the vibe is wrong yeah the vibe is wrong here tell me are you here to stay tell me you don t fly today can you make it go away cause the vibe is wrong yeah the vibe is wrong here tell me are you here to stay tell me you don t fly today can you make it go away cause the vibe is wrong yeah the vibe is wrong here tell me are you here to stay tell me you don t fly today
The Meters,Africa,2012,classic soul,aw take me back to the motherland take me back take me on back yeah to the motherland i want to go to the motherland now children huh i want to go i want to get up and go motherland huh man oh africa beautiful huh oh africa huh ooo take me back to the motherland take me back to the motherland where the woman is a woman and the man is a man where a woman is your woman and your man is your man oh africa huh oh africa sing it god bless the child black as he could be africa s for me yeah yeah everybody 
Shalamar,Somewhere There's a Love,2005,classic soul,somewhere there s a love just for me somewhere there s a love just for me though i ve been hurt before it doesn t mean i ll never try anymore to find that one girl i ve been searching for and she ll be just right for me in love we re gonna be forever somewhere there s a love just for me i m looking baby and i m gonna find you they say that true love comes just once i dreamed that when it comes i ll really know how true love feels and i won t let go she ll be all mine until the end of time forever hoo hoo ooh ooh  there s a love hey baby a love just for me i m gonna look and look and look i know there s got to be a girl for me somewhere i can just see myself holding her close so close and she ll be mine all mine i know happy i will be just my girl and me in love i know somewhere there s a love for me and i m gonna find it she may be just around the corner but i m gonna find her somewhere somewhere somewhere somewhere somewhere somewhere somewhere there s a love
Keyshia Cole,Rick James,2013,classic soul,why does it matter now who can do you better feet up on your couch yeah bitch i m rick james yeah bitch i m rick james yeah bitch i m rick james slap a bitch like rick james i m rick james i gave you all my love who s the one whose hurting now but you can t keep your double standards is funny how the tables turned around oooh bring em out out out out oooh right now now now now oooh bring em out out out out oooh right now now now now i can see the picture shattered we can t pick the pieces of the ground till the point that nothing matters and it s way too late to talk it out oooh bring em now now now now oooh right now now now now oooh bring em now now now now oooh right now now now now  dog shorty out and you gon pay for it later baby girl more cutthroat than a razor she know what she want and she know how to get it shorty know the game nah nigga you can t play her she bad lookin like a bag of money make her own bread fat ass and flat stomach she know she ain t ever gotta ask for nothin these chicks hatin cause they ain t half the woman shawty came home and starting runnin his mouth he took his earrings off and got ratchet homeboy know lil mama don t play he just grab the shit and starting packin broke her heart homie now yo life in a change she cold blooded like she got ice in his veins got me chillin in your house throwin diamonds on your spouse wipe my feet on your couch bitch i m rick james 4
The Gap Band,Talkin' Back,2016,classic soul,one fat hen a couple of ducks three brown bears four running hares five fat emilies six simple simons sittin on a stump seven siamese sailors sailin the seven seas eight egotistical egotists eekin in and out of existence nine nibblin nibblin nubians nibblin nibblin gnats knuckles and nicotine ten tenacious turnabouts tenaciously tracking through thickly thackeray timber town ho ho we back at you again wgap and y all thought we was gone now dig tweedly dee tweedly dum it s about that bumpin up your gum f u n for fun now would y all say that for me fun say it if you want some fun then you got to let us know up jumped the bumpin of your gums sucker and things double jaw jackin say it again fun if you want some fun then you got to let us know up jumped the bumpin of your gums and things can you dig it stick to the script say it again y all if you want some fun then you got to let us know great gosh almighty say it great gosh almighty let me see you baby let s get down with it oh yeah you gon dance sucker if you want some fun then you got to let us know hit me with a one and then great gosh almighty let me see you baby let s get down with it it s about that talkin back sucker it s about that talkin back to me baby close your mouth boy don t you dare talk back to me i ain t mad i ain t playin either sucker it s about that talkin back to me baby ho reaganomics reaganomics stick to the script you dig it s alright i can t stand it i can t stand it either sucker great gosh almighty let me see you baby let s get down with it you dig it s alright i can t stand it i can t stand it either say great gosh almighty let me see you baby let s get down with it with the bumpin in your gums sucker f u n if you want some fun then you got to let us know hit me with a one and then great gosh almighty let me see you baby let s get down with it ho if you want some fun then you got to let us know great gosh almighty let me see you baby let s get down with it oh yeah you gon dance sucker check me out oh no not chickens one fat hen a couple of ducks three brown bears four running hares five fat emilies six simple simons sittin on a stump seven siamese sailors sailin the seven seas eight egotistical egotists eekin in and out of existence nine nibblin nibblin nubians nibblin nibblin gnats knuckles and nicotine ten tenacious turnabouts tenaciously tracking through thickly thackeray timber town ho hit me yeah we back at you again and y all thought we was gone great gosh almighty how could you think something like that f u n ho ho it s about that talkin back somethin like double jaw jackin bumpin of your gums say it again if you want some fun then you got to let us know great gosh almighty let me see you baby let s get down with it it s alright i can t stand it i can t stand it either great gosh almighty let me see you baby let s get down with it oh we gon raise the roof off this sucker this evenin it s alright i can t stand it either great gosh almighty let me see you baby let s get down with it ho ho check me out bumpin of the gums shame shame on you you ain t got no business messin around cause i don t feel like goin way downtown to buy you no new dresses and things cause you ve been bumpin your gums say it again now if you want some fun then you got to let us know great gosh almighty let me see you baby let s get down with it 151 a couple of ducks reaganomics reaganomics stick to the script this is true i can t stand it great gosh almighty let me see you baby let s get down with it now dig now you can stomp your feet and raise your hands i want everybody to go crazy in the stands dance sucker great gosh almighty let me see you baby let s get down with it ho reaganomics it s about that talkin back to me baby you dig you knew what you did when you was doin what you was doin when you did what you did and what you did how d you do it what i don t know what i said say it sucker it s about that talkin back to me baby it s alright but i can t stand it bumpin of your gums ho ho it s about that talkin back to me baby but i can t stand it bumpin of your gums great gosh almighty let me see you baby let s get down with it ho ho it s about that talkin back to me baby this is true stick to the script great gosh almighty let me see you baby let s get down with it i ain t playin it s about that talkin back to me baby close your mouth great gosh almighty let me see you baby let s get down with it and get up and dance dance it s about that talkin back to me baby i can t stand it either great gosh almighty let me see you baby let s get down with it reaganomics reaganomics this is true stick to the script that s my horn part ba ba ba ba ba ba miami miami miami
Jake Hope,Back To Me,2004,classic soul,everything that i could give i ve already given after the way the days have been i let it all sink in but right below the surface my mind is racing breathing deeply trying to find the patience cause it s gotta come back to me it s gotta come back to me it s coming back i can see well it s gotta come back to me forget the things that i had said about the way you left this understand that i was young we were just kids and i was selfish i was selfish but right below the surface my mind is racing breathing deeply trying to find the patience cause it s gotta come back to me it s gotta come back to me it s coming back i can see well it s gotta come back to me it s coming back i can see finally i can breathe it s coming back i can see finally i can breathe  cause it s gotta come back to me it s gotta come back to me it s coming back i can see well it s gotta come back to me to me cause it s gotta come back to me it s gotta come back to me it s coming back i can see well it s got to come back to me to me oh4
Roberta Flack,You've Got a Friend,2003,classic soul,ooh hoo hoo ooh hoo hoo when you re down and troubled and you need some lovin care and nothing nothing is goin right close your eyes and think of me and soon i will be there to brighten up even your darkest night you just call out my name and you know wherever i am i ll come running to see you again winter spring summer or fall all you got to do is call and i ll be there you ve got a friend ain t it good to know that you got a friend people can be so cold yeah yeah they ll hurt you and desert you and take your soul if you let them oh but don t you let them you just call out my name and you know wherever i am i ll come running running running running to see you again winter spring summer or fall all you have to do is call and i ll be there you ve got a friend you got a friend you got a friend you got a friend you got a friend you got a friend you got a friend
Jagged Edge,Hopefully,2014,classic soul,j e y all yeah i like that let the guitar play right there mmm first verse can t believe can t believe can t believe that you chose me when i know you deserve better faithfully loving me giving me compassion and understanding any type of weather yeah no matter what see i ma keep lovin you baby no matter what nothing can tear us up no no matter what nobody s gonna take me away no matter what hopefully by now you know that bein with me me and you that s for the best now hopefully when we get together gether hearin you make those yes sounds hopefully hopefully you ll be with me hopefully hopefully hopefully you ll stay with me baby hopefully never regret with me you re just like my dream i couldn t have made you better internally faithfully sexually you re my type right down to the letter yeah yeah no matter what oh yeah no matter what i ma be the thing that you need no matter what no matter what hopefully by now you know that bein with me me and you that s for the best now hopefully when we get together gether hearin you make those yes sounds hopefully hopefully you ll be with me hopefully hopefully hopefully you ll stay with me baby hopefully  hopefully hopefully you ll love me you ll stay with me hopefully hopefully you ll love me you ll stay with me hopefully hopefully you ll love me you ll stay with me hopefully hopefully you ll love me you ll stay with me hopefully by now you know that bein with me me and you that s for the best now hopefully when we get together gether hearin you make those yes sounds hopefully hopefully you ll be with me hopefully hopefully hopefully you ll stay with me baby hopefully hopefully baby forever you and me hopefully hopefully baby forever you and me no matter what no matter what no matter what you re goin through no matter what i ll be right there for you no matter what no matter what you re needin no matter what hopefully hopefully by now you know that bein with me me and you that s for the best now hopefully when we get together gether hearin you make those yes sounds hopefully hopefully you ll be with me hopefully hopefully hopefully you ll stay with me baby hopefully
Mia,Lock U Down,2017,classic soul,yeah hah yes sir what it is see this right here s automatic man understand that see what you know about scott storch got torch and weezy f got fire yes and we bringin back miss mya get em if i had a dollar for all of the times i thought i found the right one i d be a billionaire then i could probably ride out and go and buy the right one i wouldn t mind a dude that could take my attitude and take the time to listen someone that understands when i need a little space and when i need attention what i m looking for is hook mya somebody with direction somebody with affection that knows how to put it on me that s what i need somebody who could read me check me when i need to be pick me up when i m fallin that s what i need chorus mya so when i find you i ll never let you get away never let you slip away i ma lock you down lock you down and when i see you i ll never look the other away never let you slip away i ma lock you down lock you down i been around the world a couple times and i swear it never ceases to amaze me how many different guys gives the same tired lines tryin to amaze me you guys gon take a lot to put a smile on my face so i m not hot maintenance you just gotta be honest from the top and your heart s gotta be dedicated so what i m lookin for is repeat hook i hope she throw away the key too got me tied up like a three piece suit uh mya s back got a sweet tooth miss caramel i need three scoops i can see you in your beach suit walking round my beach view three bedroom penthouse see through just windows rich ass nymphos baby girl i can tell you where you need to go where you ought to be on the charter comin to young carter you need direction i could take you further you need affection i could crush you harder you need protection protection sweetheart i m fresh off election and if you checkin i won t be far i ll be right on your radar bridge mya like an anchor in the water i d have my priorities in order that means you d be the only one love in my life i would vow to never leave ya rub your back boy do anything to please ya all you gotta do is come around and i ma lock you down repeat chorus twice all the way down when i see you i ll put a padlock on you baby no if s and but s or maybe s all the way down that s what i ll be for you i could vow to stay your lady maybe one day have a baby2
Brenda And The Tabulations,The Touch of You,2009,classic soul,the touch of you is drivin me out of my head oh boy what a touch from a little hand can do especially coming from you turn my life all around i can t seem to settle down oh baby hey hey hey hey hey the touch of you is drivin me out of my head oh boy the touch of you is drivin me out of my head oh boy i m hooked on you and i can t help myself there s just no time for anything else you re all i want and all i need i will follow if you will lead oh baby hey hey hey hey hey is drivin me out of my head oh boy baby baby baby the touch of you is drivin me out of my head oh boy baby baby baby
Connan Mockasin,Why Are You Crying?,2008,classic soul,crying why are you crying why are you crying why are you crying it s not yet why you crying why you crying why you crying why you crying oh this water flow stop it now stop right now what you loving babe loving babe love not now i m yeah uh uh uh why you crying why you crying why you crying 
Donald Byrd,Cantaloupe island,1998,classic soul,donald byrd trumpet stanley turrentine tenor saxophone herbie hanc piano kenny burrell guitar ron carter bass grady tate drums candido camero percussion the donald byrd singers vocals
Alfa Mist,No Peace,1964,classic soul,at night when the stars come out i am comforted and mellow and i agree daylights adds strange aspects to me but no peace no peace at night when the stars come out i am comforted and mellow and i agree daylights adds strange aspects to me but no peace no peace but no peace x 2
Robin Thicke,Ms. Harmony,1981,classic soul,money is tight things ain t going right oh harmony don t know how you get by feels like frozen time you wake up the moment into your surprise you got hope in your eyes you re so close you re so tight when the ice melts so right you got a sparkle baby says you need to be afraid you see age don t matter now you ll see it s never too late cause when you feel the love ms harmony oh you deserve everything you dream cause when you smile at me ooh harmony hey you light all the world with your energy oh baby you walk with your head high you only take what s right oh harmony i know just what you need new job brand new car it feels like you re going far oh harmony you re a flower in bloom out with the old in with the new walk away from what all those men did to you now you re light on your feet and now every man turns their head to get a better look cause when you feel the love ms harmony oh you deserve everything you dream cause when you smile at me ooh harmony hey you light all the world with your energy oh  da da da da da da oh hey hey da da da da ooh ooh oh yeah cause when you feel the love ooh harmony oh you deserve everything you dream cause when you smile at me ooo harmony hey you light all the world with your energy oh baby da da da da da da da da da da cause when you feel the love that you re lovin alright oh harmony come and love me tonight alright ooh oh da da da da oh da da da da alright baby da da da da alright ooh da da da da da da da da
Robin Thicke,FLOWERS IN BLOOM,2015,classic soul,all of the flowers in bloom she took away her sweet love when she died and all of the flowers have been put into the garage why do i dance with these fools all of my life i ve fallen against her heart over and over and over again though i made her seem lucky in my arms made her a promise more than once i promised her love she keeps on knocking but she can t get in and though i promised her love she keeps on knocking but she can t get in and though i promised her love over and over and over again over and over and over again over and over so what do i do with these tears she wonders why i get all against her heart and how can i tell her i love her the way i treat her though i made it seem honest more than once i promised her love she keeps on knocking but she can t get in and though i promised her love she keeps on knocking but she can t get in and though i promised her love she keeps on knocking but she can t get in the promise of love she keeps on knocking but she can t get in and though i promised her  love sweet love sweet love oh love oh love oh love oh love oh love oh love oh love oh love oh love oh love oh love oh love oh love over and over and over again over and over and over again over and over all the flowers in bloom i ve never seen such beauty in my life in all of the daydreams all of the kids get to play la la la la la la la ooh 
Etta James,ROLL WITH ME HENRY,1996,classic soul,you ve got to roll with me henry roll with me henry roll with me henry roll with me henry roll with me henry you better roll it while the rollin is on roll on roll on roll on while the cats are ballin you better stop your stallin it s intermission in a minute so you better get with it roll with me henry you better roll it while the rollin is on roll on roll on roll on ooh ooh ooh ooh wee henry you ain t movin me you better feel that boogie beat and get the lead out of your feet roll with me henry roll with me henry roll with me henry roll with me henry roll with me henry you better roll it while the rollin is on well i ain t teasin you better stop your freezin if you want romancin you better learn some dancin roll with me henry you better roll it while the rollin is on roll on roll on roll on
Savoir Adore,Beating hearts,1999,classic soul,even when the night comes after all the setting suns you re still the glowing one aren t you even on our worst days when love was stripped away you always made it stay didn t you i still feel our fragments rush into each other keeping us on the edge of ecstasy a place where we are constantly beating hearts from the start so combined that they can t be torn apart we will stay in this way here together cause we know there s no other way two bodies now aligned twin thoughts into different minds i can t imagine time without you no matter what song we sing i feel everything anything that hurts you hurts me too give me every tragedy i want it all every little piece fold the mould in two by two shedding aches for truth in a shape that s new beating hearts from the start so combined that they can t be torn apart we will stay in this way here together cause we know there s no other way i feel it when you re near me and when you say my name our pulses merge to one they beat the same beating hearts from the start we can bleed but we ll never be be torn apart strange but true in our bodies we will find it something new who we are now we will finally love beating hearts from the start so combined that they can t be torn apart we will stay in this way here together cause we know there s no other way i feel it when you re near me and when you say my name our pulses merge to one they beat the same beating hearts from the start of it we can bleed but we ll never be be torn apart
Eryn Allen Kane,Dead Or Alive,2015,classic soul,i don t need your money no i don t need your privileged things all i need is justice for all the things my family seen never been accepted no never had no shiny things always been exempted cause you only know me by my name dead or alive survive dead or alive survive you are not the past no no they want you to hold on to yeah you are only present yeah and far from the truth my name is not defeated my name is not contained my name is not uneducated my name is not refrained my name is not objectified my name is not defined my name is all that remains my name is all mine dead or alive survive dead or alive survive oh no no no no no baby we ve got to come together love each other no no no no no  dead or alive survive dead or alive survive dead or alive survive dead or alive survive dead or alive survive dead or alive survive alright y all so now we gotta break so what i want you to do is grab your neighbor and hold on an tell em i love ya say i love ya and i want you to repeat after me y all ready here we go 1 2 3 go if you don t know what to do sing it do what you know s good for you if you don t know what to do do what you know s good for you now you know just what to do show them that you ain t no fool dead or alive survive dead or alive survive dead or alive survive dead or alive survive dead or alive survive dead or alive survive dead or alive survive dead or alive survive dead or alive survive dead or alive survive survive survive we ve gotta come together we ve gotta love each other oh no no no no no
Ike & Tina Turner,Ooh-Poo-Pah-Doo,1968,classic soul,let s twist the ooh poo pah doo baby call me the most let s twist the ooh poo pah doo baby call me the most cause i won t stop trying till i create disturbance in your mind let s twist the ooh poo pah doo mean round and around let s twist the ooh poo pah doo go up and down and i won t stop trying till i create disturbance in your mind do it let s twist the ooh poo pah doo baby call me the most let s twist the ooh poo pah doo baby call me the most cause i won t stop trying till i create disturbance in your mind do it baby do it baby
Lee Dorsey,Rain Rain Go Away,1969,classic soul,rain rain go away come back some other day rain rain go away come back some other day well it s been raining in my life everyday and night well i ve been so confused with the blues i couldn t even eat a bite but i met me a new little flame maybe my luck will change rain rain go away come back some other day rain rain go away come back some other day rain rain go away come back some other day see the bad luck follows me it just won t let me be the sun don t seem to want to shine a nothing but misery but i met me a new little flame maybe my luck will change rain rain go away come back some other day rain rain go away come back some other day rain rain go away come back some other day well it s been storming in my life everyday and night i m so confused with the blues i couldn t even eat a bite but i met me a new little flame maybe my luck will change rain rain go away come back some other day rain rain go away come back some other day rain rain go away come back some other day
Total,Rain,2016,classic soul,it s gonna rain oh yeah come on in for the night it s gonna rain oh yeah come on in and hold me tight i m so sorry baby you know that i want you baby i hurt you once again but open up and let me in i m soakin wet darlin i know you hear me callin ooh i really wanna make sweet love to you mmm it s gonna rain oh yeah come on in for the night it s gonna rain oh yeah come on in and hold me tight it s time for love sugar cause i really wanna do can you well you got me in the mood fire is burnin sugar body is yearnin for ya boy the time is here and now i need you it s gonna rain oh yeah come on in for the night it s gonna rain oh yeah come on in and hold me tight  baby stay with me all night long it will be shower down on me let your love make me free it s gonna rain oh yeah come on in for the night it s gonna rain oh yeah come on in and hold me tight it s gonna rain oh yeah come on in for the night it s gonna rain oh yeah come on in for the night it s gonna rain oh yeah come on in for the night it s gonna rain oh yeah come on in for the night it s gonna rain oh yeah come on in for the night it s gonna rain oh yeah come on in and hold me tight it s gonna rain
Aaliyah,Street Thing,2016,classic soul,you and me got a street thing going on now that we have come to know each other i ll never go away love will always stay here forever cause this thing we ve got is very rare so don t ever go nowhere no because cause you and me got a street kinda thing going on and i m so happy that i found you our love ain t going nowhere it s gonna stay right here right here forever you ll never have to ask a second time i m the one for you you re the one for me so there s no doubt in my mind boy this love we have is oh so real that s why i m never going nowhere no cause you and me got a street kinda thing going on and i m so happy that i found you our love ain t going nowhere it s gonna stay right here right here forever yo liyah why don t you take it to the bridge and let em know how you really feel you can climb the highest mountain you can swim the deepest sea but boy i gotta let you know my love will always be you can climb the highest mountain you can swim the deepest sea but boy i gotta let you know my love will always be you can climb the highest mountain you can swim the deepest sea but boy i gotta let you know my love will always be you can climb the highest mountain you can swim the deepest sea but boy i gotta let you know my love will always be you can climb the highest mountain you can swim the deepest sea but boy i gotta let you know my love will always be you can climb the highest mountain you can swim the deepest sea but boy i gotta let you know my love will always be you can climb the highest mountain you can swim the deepest sea but boy i gotta let you know my love will always be you can climb the highest mountain you can swim the deepest sea but boy i gotta let you know my love will always be you can climb swim the deepest sea hey my love will always be hey you can climb swim the deepest sea i gotta let you know my love will always be yes it will swim the deepest sea i gotta let you know gotta let you know you can go searching but you will never find someone like me to love you nowhere no way no how you can take a trip all around the world you will never find another girl who s gonna love you like i do hold you like i do yeah5
Adele,Remedy,1976,classic soul,i remember all of the things that i thought i wanted to be so desperate to find a way out of my world and finally breathe right before my eyes i saw my heart it came to life this ain t easy it s not meant to be every story has its scars but when the pain cuts you deep when the night keeps you from sleeping just look and you will see that i will be your remedy when the world seems so cruel and your heart makes you feel like a fool i promise you will see that i will be i will be your remedy no river is too wide or too deep for me to swim to you come whatever i ll be the shelter that won t let the rain come through your love it is my truth and i will always love you love you oh when the pain cuts you deep when the night keeps you from sleeping just look and you will see that i will be your remedy when the world seems so cruel and your heart makes you feel like a fool i promise you will see that i will be i will be your remedy ohhh ohhh when the pain cuts you deep when the night keeps you from sleeping just look and you will see that i will be i will be when the world seems so cruel and your heart makes you feel like a fool i promise you will see that i will be i will be i will be your remedy mmm mm hmm19
